#,question,a,b,c,d,correct_answer,category
52,Πώς συμβάλλει η επεξηγησιμότητα (explainability) στην υπεύθυνη χρήση των συστημάτων τεχνητής νοημοσύνης;,Εξασφαλίζει ότι τα μοντέλα Τεχνητής Νοημοσύνης κάνουν πάντα σωστές προβλέψεις,Βοηθά τους/τις χρήστες/τριες να κατανοούν και να εμπιστεύονται τις αποφάσεις της Τεχνητής Νοημοσύνης,Κάνει τα μοντέλα Τεχνητής Νοημοσύνης να λειτουργούν με λιγότερους υπολογιστικούς πόρους,Εξαλείφει την ανάγκη για ανθρώπινη επίβλεψη σε διαδικασίες που βασίζονται στην Τεχνητής Νοημοσύνης Ενότητα: Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα),1,Πληροφορική και Ψηφιακή Διακυβέρνηση
1,"Πότε καθιερώθηκε η «Αρχή της Δεδηλωμένης», σύμφωνα με την οποία ο/η πολιτικός που λαμβάνει την εντολή σχηματισμού κυβέρνησης πρέπει να έχει τη «δεδηλωμένη» εμπιστοσύνη της πλειοψηφίας της Βουλής;",Το 1844,Το 1863,Το 1875,Το 1911,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
2,Το 1893:,Η Ελλάδα πτώχευσε και εγκαινιάσθηκε η Διώρυγα της Κορίνθου,Διεξήχθησαν οι πρώτοι Ολυμπιακοί Αγώνες στην Αθήνα,Πραγματοποιήθηκε η διανομή των εθνικών γαιών,Αναθεωρήθηκε το Σύνταγμα,0,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
3,Πώς έληξε ο ελληνοτουρκικός πόλεμος του 1897;,Με παρέμβαση των Μεγάλων δυνάμεων όταν οι Τούρκοι πλησίαζαν τη Λαμία,Με την ήττα της Οθωμανικής Αυτοκρατορίας που αναγκάστηκε να παραχωρήσει τη Θεσσαλία στην Ελλάδα,Με κατάπαυση του πυρός μεταξύ των δύο κρατών λόγω των εκατέρωθεν τεράστιων απωλειών,Με μεσολαβητική παρέμβαση της Ιταλίας,0,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
4,Ποιος πρωθυπουργός δολοφονήθηκε στην Αθήνα το 1905;,Ο Αλέξανδρος Ζαΐμης,Ο Θεόδωρος Δηλιγιάννης,Ο Χαρίλαος Τρικούπης,Ο Γεώργιος Θεοτόκης,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
5,Το κίνημα στο Γουδί ήταν:,Λαϊκό κίνημα με αίτημα την κατάργηση της Βασιλείας,"Κίνημα αξιωματικών με εκσυγχρονιστικά αιτήματα που, μετά από λίγο, επανήλθαν στα στρατιωτικά τους καθήκοντα",Κίνημα αξιωματικών με αίτημα τον εκσυγχρονισμό της χώρας που εξελίχθηκε σε δικτατορία,Ογκώδης διαδήλωση με αίτημα την προκήρυξη πρόωρων εκλογών,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
6,Πότε προβλέφθηκε στο Σύνταγμα η μονιμότητα των δημοσίων υπαλλήλων;,Το 1844,Το 1864,Το 1911,Το 1952,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
7,Εναντίον ποιας χώρας πολέμησε η Ελλάδα κατά τον Β’ Βαλκανικό Πόλεμο;,Της Τουρκίας,Της Βουλγαρίας,Της Σερβίας,Της Ιταλίας,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
8,Κατά ποιου πολιτικού προσώπου «έριξε το ανάθεμα» το 1916 ο τότε Μητροπολίτης Αθηνών;,Του Κωνσταντίνου Α’,Του Ιωάννη Μεταξά,Του Ελευθέριου Βενιζέλου,Του Γεώργιου Κονδύλη,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
9,Πού πολέμησαν ελληνικά στρατεύματα εκτός της Ελλάδος λίγο μετά τη λήξη του Α’ Παγκοσμίου Πολέμου;,Βουλγαρία,Νότια Κορέα,Βόρειο Βιετνάμ,Ουκρανία,3,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
10,Ποιος διετέλεσε Ύπατος Αρμοστής της Σμύρνης;,Ο Ελευθέριος Βενιζέλος,Ο Δημήτριος Γούναρης,Ο Νικόλαος Πλαστήρας,Ο Αριστείδης Στεργιάδης,3,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
11,Σε τι αφορούσε η λεγόμενη «δίκη των 6»;,Στη δίκη των πρωταιτίων της Χούντας (1967-1974),Στη δίκη του Μπελογιάννη και άλλων στελεχών του ΚΚΕ (1951),Στη δίκη αυτών που θεωρήθηκαν υπεύθυνοι για τη Μικρασιατική Καταστροφή το 1922,Στη δίκη όσων διετέλεσαν Πρωθυπουργοί και Υπουργοί των κατοχικών κυβερνήσεων,2,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
12,Ποιος διεθνής οργανισμός συνέδραμε την Ελλάδα μετά τη Μικρασιατική Καταστροφή του 1922 στην αντιμετώπιση του προσφυγικού ζητήματος;,Η Κοινωνία των Εθνών,Ο Οργανισμός Ηνωμένων Εθνών,Το Συμβούλιο της Ευρώπης,Το Διεθνές Νομισματικό Ταμείο,0,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
13,Κατά τον εικοστό αιώνα η Γερουσία ως δεύτερο νομοθετικό σώμα λειτούργησε:,Από το 1909 έως το 1917,Από το 1927 έως το 1935,Από το 1936 έως το 1941,Δεν λειτούργησε ποτέ,1,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
14,Τι από τα παρακάτω διευκόλυνε την ανατροπή του κοινοβουλευτικού πολιτεύματος την 4η Αυγούστου του 1936;,Η απειλή του Ιταλού δικτάτορα Μουσσολίνι να εισβάλει στην Ελλάδα,Η απαίτηση του Γερμανού δικτάτορα Χίτλερ να εγκαθιδρυθεί φιλική προς τη Γερμανία κυβέρνηση στην Ελλάδα,Ο πρόωρος θάνατος του τότε βασιλιά Γεωργίου Β’,Ο θάνατος ενός εν ενεργεία και τριών πρώην πρωθυπουργών στο πρώτο εξάμηνο του 1936,3,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
15,Ποιο γεγονός έδωσε το πρόσχημα στον Βασιλιά Γεώργιο Β’ και τον Ιωάννη Μεταξά να επιβάλουν δικτατορία το 1936;,Η αναγγελθείσα για την 5η Αυγούστου γενική απεργία των συνδικάτων,Η απειλή της Ιταλίας για προσάρτηση της Κέρκυρας,Μία Απόπειρα δολοφονίας κατά του Βασιλιά,Ταραχές που ξέσπασαν μετά τον θάνατο του Βενιζέλου,0,Σύγχρονη Ιστορία της Ελλάδος (1875-σήμερα)
